transaction_id,product_id,category_id,quantity,price_per_unit,timestamp
6ebe573b-bef7-4705-8ff1-d558f486593d,PROD_026,CAT_01,1,187.8,2023-12-16T06:24:28.981893
7443d25c-019d-4cad-8ce5-1ef8ccd4008c,PROD_097,CAT_03,4,80.34,2023-12-16T18:15:42.105765
0a3323e6-ebf4-4f34-b148-27a365d1f85a,PROD_078,CAT_02,3,136.02,2023-12-16T15:45:08.614657
bdb06762-85db-45bb-ac0b-d523f74a5e7c,PROD_017,CAT_05,3,115.01,2023-12-16T10:25:04.919291
a1f9f07c-78d9-436f-8750-e0637cf32280,PROD_093,CAT_01,5,155.09,2023-12-16T18:02:11.400487
cbfee270-e5c4-432e-82e4-8d6401712b66,PROD_091,CAT_05,2,24.4,2023-12-16T15:43:15.094673
b84facf3-3ee5-47b5-a661-aef1ee45377d,PROD_095,CAT_03,2,199.99,2023-12-16T00:12:31.850015
0041d3df-bc97-47cf-9fa6-4f9ba5edee4d,PROD_011,CAT_02,1,19.79,2023-12-16T20:03:46.127606
182cb089-dc63-4c86-aace-4095c1dd2eb4,PROD_001,CAT_04,2,169.08,2023-12-16T15:56:18.818061
9c70ea7f-4954-4531-86f7-302ee84d1376,PROD_078,CAT_02,4,148.48,2023-12-16T20:00:59.534017
ac041410-ea40-4fe7-bed7-e391b102c166,PROD_060,CAT_05,2,21.76,2023-12-16T14:09:32.686982
7f8ac6d9-ab9b-44a9-92bb-2e82f7ff11b7,PROD_050,CAT_02,1,134.3,2023-12-16T14:24:09.820124
e144f9d4-cbca-4cd7-a5ca-acb4bb956375,PROD_089,CAT_02,1,126.13,2023-12-16T01:41:25.266112
2aa0ec40-bb45-4616-b9b4-eeffc8a78cf8,PROD_092,CAT_03,3,72.84,2023-12-16T03:23:24.015395
e5eb2afd-5123-4281-8c26-cee2c522046f,PROD_017,CAT_05,2,119.52,2023-12-16T17:02:00.991497
e7f10601-43eb-4966-a76c-e8df62a979d8,PROD_008,CAT_01,5,75.54,2023-12-16T03:26:00.152649
390600bb-0a09-45af-8832-3a9a5f496200,PROD_100,CAT_02,1,34.42,2023-12-16T21:44:49.023886
f5e51610-df82-4c7e-b1d7-30656db01c44,PROD_025,CAT_05,2,114.0,2023-12-16T22:14:47.506720
59f00f73-7ca7-470a-b741-ac8e0c39ad48,PROD_037,CAT_03,4,153.08,2023-12-16T10:19:31.368292
6ce5844f-8883-4bdc-aa53-7e167772b019,PROD_089,CAT_02,1,183.58,2023-12-16T12:09:30.302928
