transaction_id,product_id,category_id,quantity,price_per_unit,timestamp
41ffd43f-487b-4c9a-b39b-33c284d1b26c,PROD_025,CAT_05,3,28.01,2023-06-14T13:55:20.207499
6ee3769f-45f3-41a9-ad6c-73ddf9259da9,PROD_066,CAT_03,4,60.85,2023-06-14T11:05:17.360153
d6e59377-452a-4a6f-8b3d-5dc5388f82f5,PROD_011,CAT_02,4,32.5,2023-06-14T23:14:05.055150
53f4ec1c-4168-4d47-8926-34b20ec0fa18,PROD_082,CAT_05,5,131.07,2023-06-14T07:13:55.462341
c8269995-65eb-4deb-b73c-ecacb9380556,PROD_045,CAT_01,2,47.95,2023-06-14T07:28:09.042159
b769833a-bd18-4a4b-aff9-bfe26acab91f,PROD_094,CAT_01,2,114.92,2023-06-14T04:12:10.042271
a12ec883-2fcc-4702-b58e-c7edd1c9f2e2,PROD_002,CAT_04,5,104.32,2023-06-14T11:23:45.555453
6daa290c-fae8-408a-8907-9830132c386e,PROD_018,CAT_04,1,46.54,2023-06-14T05:26:38.353537
0366f18a-412a-4598-84d0-7b2909964438,PROD_030,CAT_05,2,21.51,2023-06-14T18:42:10.969780
28d08877-1188-4ed0-a790-9244e14b9f32,PROD_071,CAT_03,4,79.96,2023-06-14T11:30:12.766960
a683839c-4577-44e7-aafc-4ec14b1c02d8,PROD_049,CAT_02,5,199.02,2023-06-14T20:39:51.522370
8e3052eb-f726-4d55-8034-ac68387d0bc6,PROD_002,CAT_04,5,190.35,2023-06-14T16:06:43.606111
78739d1c-67d8-4107-a357-a05462ba4d41,PROD_075,CAT_04,2,151.53,2023-06-14T19:53:50.258872
2470adc9-6783-49fd-8461-cf5eed39cee4,PROD_046,CAT_01,3,89.79,2023-06-14T04:09:30.115678
18853099-0611-4bb1-a228-fbeeb1684e93,PROD_056,CAT_03,3,132.81,2023-06-14T12:48:31.840377
a4f19b4b-4966-48e5-954e-544aaa35d179,PROD_038,CAT_03,4,148.01,2023-06-14T10:48:28.899063
