transaction_id,product_id,category_id,quantity,price_per_unit,timestamp
98caa5d9-f598-4e0c-a9a7-387ff1eb1a4e,PROD_033,CAT_03,3,72.18,2023-11-22T16:12:17.220304
61d786b6-08d2-42ad-a8ee-0a2439b5502d,PROD_063,CAT_03,3,197.31,2023-11-22T23:13:56.946264
419d37c0-b135-431b-925d-87325b0334ce,PROD_034,CAT_03,4,130.59,2023-11-22T20:18:18.144818
df5c09b7-4f20-42e0-9150-3fe983b9d6d7,PROD_039,CAT_04,5,170.94,2023-11-22T16:40:52.583616
dc37bddb-644d-4c61-8cc1-30e0b3260975,PROD_045,CAT_01,1,109.2,2023-11-22T18:48:10.671112
80f30de0-d61a-4399-a658-d26f0e37ea7c,PROD_081,CAT_04,5,74.62,2023-11-22T14:57:28.656952
a15429bc-69bb-401c-9fad-e1375e43d8b5,PROD_015,CAT_04,3,80.45,2023-11-22T11:22:33.607364
77bfdb42-99db-472b-bcb5-c257cd315166,PROD_084,CAT_03,5,185.01,2023-11-22T21:09:04.762646
d6241707-b5cd-4e71-9bac-8e1bdd623934,PROD_027,CAT_02,1,49.47,2023-11-22T08:09:03.537482
12404291-0a3b-4c58-a7a0-71dd7bfd8db7,PROD_026,CAT_01,1,65.45,2023-11-22T02:07:17.518867
77407372-c5c7-476d-acfa-1b8e950d2631,PROD_041,CAT_01,3,139.54,2023-11-22T03:21:15.316200
635ad0dd-e9fa-4067-889a-4da05c7e8d73,PROD_069,CAT_05,1,81.01,2023-11-22T10:59:17.817786
360bf651-89bc-47da-8fe1-f87542b45132,PROD_037,CAT_03,2,178.91,2023-11-22T01:21:22.584353
bad849f2-bbf1-4e82-8009-1af3159009d1,PROD_099,CAT_04,4,139.38,2023-11-22T11:36:06.179157
080ac8e5-b0e7-4ddd-8d8e-cdb1d0f6a5b5,PROD_020,CAT_01,1,52.8,2023-11-22T07:52:32.779596
161020c0-4b31-4e07-aeb2-bf31355f42c9,PROD_008,CAT_01,2,37.46,2023-11-22T12:47:55.936563
e7dc13a9-57d4-4251-94ff-a1de53122730,PROD_035,CAT_03,1,97.22,2023-11-22T01:51:11.525057
42aa5307-4f8f-47ec-97d1-6c7aa1f07993,PROD_099,CAT_04,5,126.76,2023-11-22T06:03:23.376256
dcf121a2-4ab8-476b-b7f1-31c4493a7108,PROD_074,CAT_04,5,110.68,2023-11-22T01:06:36.241408
1e267485-259b-404b-ba09-9e5893fcb699,PROD_061,CAT_02,4,137.1,2023-11-22T21:10:55.227797
afbb2db6-fe11-478b-b63f-975ba19ebc1a,PROD_013,CAT_04,3,112.25,2023-11-22T19:59:36.737529
52750024-24b1-4e48-a8c1-5c2930b1c680,PROD_027,CAT_02,4,69.76,2023-11-22T07:03:39.978968
e6277d19-8fa2-4a83-b8a3-4e8b2e3c1f96,PROD_035,CAT_03,1,16.54,2023-11-22T19:53:27.768263
ba9af382-6ff1-4289-8e69-c80dec2142ea,PROD_085,CAT_02,2,153.23,2023-11-22T08:21:26.653577
2f37db04-ca40-4bad-b6ad-87ab365f5e7b,PROD_035,CAT_03,3,60.45,2023-11-22T10:56:10.069357
5b3d97fc-6da7-4436-9134-6d027b890d58,PROD_024,CAT_04,1,161.99,2023-11-22T13:53:57.049809
8b3f6855-fafd-4ee1-b017-33a0ac476b72,PROD_019,CAT_05,5,167.75,2023-11-22T12:16:13.420730
75a12b33-14b6-4476-b9d9-ecf6b4f9c983,PROD_019,CAT_05,2,25.32,2023-11-22T22:30:23.688232
9260c379-53a4-4c0f-b092-f3dc5c9e1214,PROD_072,CAT_05,5,193.3,2023-11-22T21:21:11.642450
192d7efc-4d65-4e28-8fac-7872371667f7,PROD_011,CAT_02,3,175.51,2023-11-22T22:09:30.062524
cf958f4b-6cda-4337-8808-06a976fd995e,PROD_097,CAT_03,5,71.3,2023-11-22T10:02:12.766869
5b6ae553-8b66-444d-a84c-ac608172f24c,PROD_059,CAT_01,5,157.88,2023-11-22T22:30:12.432364
86582704-5873-4ae2-9d2a-6373c31fa935,PROD_010,CAT_02,2,63.04,2023-11-22T22:48:52.716545
984f19e9-678d-4806-96d5-59b5cf5a5ff8,PROD_004,CAT_04,4,105.85,2023-11-22T09:12:22.405251
b9fce4ce-3334-4fa1-8a08-b08872863cf9,PROD_017,CAT_05,3,68.31,2023-11-22T09:46:12.849016
3be1eec6-3feb-40b0-b177-86700151bdc2,PROD_076,CAT_03,4,62.38,2023-11-22T04:13:53.006791
7d14f4ad-43f7-4c4c-a0eb-eef970ebf35e,PROD_006,CAT_05,3,77.47,2023-11-22T10:34:26.604215
9d7e4686-ea6f-4e75-a8b8-a2e046cd5e2b,PROD_060,CAT_05,5,35.3,2023-11-22T02:53:32.181513
b0d38537-23eb-4771-96e9-7b98546d97dd,PROD_035,CAT_03,4,23.99,2023-11-22T14:45:34.458473
608061c8-83dc-40c8-bd83-2ec3d28b127a,PROD_028,CAT_03,5,100.75,2023-11-22T02:50:36.529653
b7e7e081-0270-420b-83ee-52db672a6bb3,PROD_049,CAT_02,4,132.39,2023-11-22T01:45:59.462011
9667ed15-117d-4c9e-b59b-fc5234e8fc49,PROD_012,CAT_02,5,69.99,2023-11-22T01:20:33.701741
f27f07f4-fff2-40f4-a20a-17cd0867d332,PROD_035,CAT_03,1,123.82,2023-11-22T13:35:21.291999
cd4271e6-ac7e-4b2d-b745-8166da145a40,PROD_098,CAT_05,1,65.28,2023-11-22T23:03:09.538707
ec381d47-e2e3-49f4-9993-a58d9dec86ce,PROD_019,CAT_05,1,173.76,2023-11-22T19:54:32.401552
677ae119-2a40-4735-ae50-69f1f9549065,PROD_035,CAT_03,5,108.84,2023-11-22T09:33:56.290446
ac4ef985-1f3b-4d0f-b477-f0b8d84ce697,PROD_036,CAT_05,4,76.67,2023-11-22T08:16:26.929619
dd720333-33a9-4a3b-bb1c-165d74d8b6ad,PROD_098,CAT_05,3,50.62,2023-11-22T03:44:31.801890
cc9df7ee-281e-44d6-934a-bbf05a57470b,PROD_099,CAT_04,3,104.83,2023-11-22T03:34:18.394695
d7b78649-cd01-4f2e-a621-9b0b00726ec5,PROD_067,CAT_05,4,158.01,2023-11-22T15:27:05.494174
3e3ee489-e51a-4ab2-b157-37542f32dd63,PROD_058,CAT_01,4,95.24,2023-11-22T04:58:22.572246
d32fd9b5-118b-45d7-9d63-786fef2391f3,PROD_073,CAT_05,3,38.95,2023-11-22T10:16:30.798344
ccc8918d-f12e-4ab0-85ec-a4ff0f45f4b1,PROD_094,CAT_01,5,67.88,2023-11-22T00:24:57.234804
a33d7eea-ac5f-41f2-9351-a6d5b3022648,PROD_058,CAT_01,4,185.11,2023-11-22T18:28:40.352577
cd2de956-be1a-4192-b638-21722a83d0cc,PROD_051,CAT_04,1,21.61,2023-11-22T01:06:22.165147
443ada3d-97cc-4957-ad1e-a47ef2aa0468,PROD_080,CAT_04,3,163.86,2023-11-22T09:40:20.188021
