transaction_id,product_id,category_id,quantity,price_per_unit,timestamp
a2536355-6de9-460e-a6f1-0d0071cd8209,PROD_086,CAT_01,5,91.87,2022-11-06T07:21:56.564071
1aee441f-5556-4aa6-9126-8adc51d004c9,PROD_041,CAT_01,2,195.51,2022-11-06T11:18:20.476500
59d7a68e-b686-40d3-8a0c-600dfbce49d1,PROD_068,CAT_03,5,189.05,2022-11-06T22:30:30.947363
a1dd1747-877f-4644-a29a-3db69294ae42,PROD_076,CAT_03,2,146.05,2022-11-06T05:38:41.210973
2f5c6cba-2010-4263-9f0e-a9af7eea54a0,PROD_075,CAT_04,1,144.58,2022-11-06T04:48:12.841873
b95b9eb8-7ff7-4d6b-9dd2-aea7db4f28d3,PROD_070,CAT_04,4,120.76,2022-11-06T20:43:26.355998
4d94881c-a3e1-426a-926b-a9600638373d,PROD_013,CAT_04,2,40.48,2022-11-06T06:03:47.416818
7d04cca8-3045-4a2a-976b-958338c90d78,PROD_072,CAT_05,4,144.13,2022-11-06T19:53:27.565432
930739c3-cc83-48e2-a7e6-17caccb95d78,PROD_100,CAT_02,3,129.39,2022-11-06T15:04:11.909774
1931780a-0214-41bd-9be7-68f2da0b097e,PROD_028,CAT_03,1,156.45,2022-11-06T08:21:15.212867
738ff122-2dfa-4a28-9758-035686b2790e,PROD_052,CAT_03,5,191.53,2022-11-06T12:21:39.318190
72f3fdd4-1ea4-41a3-ac5f-48348c295c7b,PROD_022,CAT_05,5,178.63,2022-11-06T19:33:47.219855
c4740f44-3ad3-414f-9085-8fd70f4269dd,PROD_022,CAT_05,4,179.85,2022-11-06T14:34:38.970204
3eed4e7f-c2f7-4b62-ae87-ed4bc55c0b15,PROD_096,CAT_01,2,59.8,2022-11-06T12:49:26.077533
72b73ef7-6fe5-4b41-ad3c-99702dd91d05,PROD_080,CAT_04,4,149.46,2022-11-06T19:39:57.898706
222432b9-313a-42b4-8afb-a9802ab2fcc3,PROD_003,CAT_02,2,124.18,2022-11-06T00:37:06.134461
959e98c8-9fe9-4100-84d3-28bff394e21a,PROD_015,CAT_04,5,196.96,2022-11-06T07:40:25.138947
0f6fcfc8-5d7a-4db8-ab7b-10afa87d1c6d,PROD_005,CAT_03,4,155.54,2022-11-06T05:11:30.753307
d824e8a4-fd33-4e8f-8930-d5e19172e8bb,PROD_004,CAT_04,2,176.79,2022-11-06T07:59:16.033423
