transaction_id,product_id,category_id,quantity,price_per_unit,timestamp
c2414553-1fc6-4aa3-bea7-732e69bad8df,PROD_066,CAT_03,3,78.55,2025-06-08T18:26:59.153135
cec5e0f8-b6c8-46cd-a704-094f60b2a6b9,PROD_027,CAT_02,3,158.3,2025-06-08T17:53:51.052363
86d54675-b5f7-4af1-977c-35d01eae12e0,PROD_024,CAT_04,1,58.62,2025-06-08T05:18:06.843548
8d0aa259-43db-434f-98bd-2f1ece71251c,PROD_089,CAT_02,5,61.91,2025-06-08T23:59:08.141367
d46ec58c-64ee-4bd2-9f71-9f0ae230d0af,PROD_028,CAT_03,1,53.82,2025-06-08T13:56:11.826041
c024606b-5b1c-405d-9069-9a75a4e665a8,PROD_007,CAT_05,2,126.05,2025-06-08T22:58:51.866863
77fc9f7b-8b67-42ff-84fc-8cedc10378f5,PROD_096,CAT_01,4,184.79,2025-06-08T22:00:15.540466
f3dc1e36-ba43-4985-b734-c9fe5d35f941,PROD_001,CAT_04,4,159.86,2025-06-08T06:36:03.463461
a99de333-e8dc-4792-adad-8c9c1a12e190,PROD_100,CAT_02,1,58.26,2025-06-08T14:18:00.026612
3fbe463a-1b4c-4b67-b02b-eb9d222ec37c,PROD_058,CAT_01,4,28.35,2025-06-08T01:49:04.027410
5abf889b-1584-4fc2-a995-347a214c19bb,PROD_042,CAT_03,5,42.84,2025-06-08T01:25:12.121077
262b599a-7cb3-4c4c-9cf2-c84a3b71b69f,PROD_070,CAT_04,2,180.71,2025-06-08T22:44:40.494909
f0cca967-3336-4e6b-a637-11cdee85eee5,PROD_090,CAT_05,1,161.75,2025-06-08T04:56:32.043256
bac4bd6a-8bfd-458d-9876-61d556dce61e,PROD_067,CAT_05,2,21.24,2025-06-08T02:55:24.805935
94f5dd73-18cb-412c-9506-17e92e5d3d16,PROD_010,CAT_02,1,188.95,2025-06-08T23:55:27.162456
fffcd27b-c892-408a-9f9a-dc7da638351d,PROD_014,CAT_01,1,87.36,2025-06-08T10:35:28.903860
9fdb3536-f4f7-4671-b4ab-704c92143ac8,PROD_060,CAT_05,5,140.65,2025-06-08T07:04:54.478775
8a4f28c9-d064-438c-a382-c4bffd27d0ab,PROD_096,CAT_01,4,108.22,2025-06-08T21:01:16.470772
7eb22852-4411-4684-85ad-961c015e0d25,PROD_065,CAT_03,2,157.96,2025-06-08T20:56:45.636837
a1c74435-12ea-4621-9071-f17bd3b3ebef,PROD_091,CAT_05,1,27.02,2025-06-08T13:28:49.308948
a1b2b85c-cbe3-45ed-aeb7-ef2df7bf65c0,PROD_011,CAT_02,3,53.03,2025-06-08T04:24:50.866523
aeff2d72-99c0-48b8-aaa9-5064ee54b0f5,PROD_085,CAT_02,4,158.73,2025-06-08T10:34:09.275655
4691878d-e3d8-44ce-81f1-9d768429a5cf,PROD_017,CAT_05,1,19.11,2025-06-08T23:31:42.982918
40bec5ba-7666-4b1d-b66e-6e4f4c70a089,PROD_089,CAT_02,3,199.5,2025-06-08T19:58:34.313894
35d967df-1f3c-483f-8b10-304ea2765767,PROD_001,CAT_04,1,15.57,2025-06-08T03:11:52.922578
707273da-b20c-4c80-b816-3ef72eb7f07e,PROD_059,CAT_01,4,186.8,2025-06-08T10:26:42.057027
074a6e05-e604-4d9d-b922-b7744fa3e038,PROD_014,CAT_01,1,177.98,2025-06-08T17:59:20.270201
a813ddf0-99ad-4781-a638-8527e362883e,PROD_100,CAT_02,5,59.18,2025-06-08T13:55:04.230179
3d59215e-249f-4de4-9895-4a5cccb216f8,PROD_079,CAT_02,3,86.68,2025-06-08T11:09:37.174371
c2e2ab15-953e-4389-b4f4-55caf3573aae,PROD_044,CAT_05,1,50.7,2025-06-08T07:51:54.139931
74b47721-04ea-46ee-a707-30dab83d3d89,PROD_027,CAT_02,4,111.89,2025-06-08T16:11:18.291476
abd37e0a-d619-4724-864f-8d552bce6d74,PROD_088,CAT_05,4,98.45,2025-06-08T15:16:29.902580
20ba9e1b-e9f9-4e09-b673-8f3360c9ae9b,PROD_015,CAT_04,2,79.69,2025-06-08T15:35:08.000555
81d608df-005a-4f8f-a89f-6b507cabf8ce,PROD_093,CAT_01,4,196.64,2025-06-08T00:52:34.852421
77116abd-30ee-46e9-94ca-26c320c56f54,PROD_044,CAT_05,5,115.32,2025-06-08T12:05:45.569088
3330670c-fd1f-4e26-91b1-2b0b8cc1ecd5,PROD_052,CAT_03,2,107.58,2025-06-08T16:31:47.427349
