transaction_id,product_id,category_id,quantity,price_per_unit,timestamp
a7157080-fbf5-44e0-8fa6-2183c3e48236,PROD_024,CAT_04,2,73.93,2024-09-12T16:08:20.877007
70960388-e02b-4ddd-9165-584f49b4b744,PROD_061,CAT_02,2,89.53,2024-09-12T13:24:41.780599
d8af7cff-d512-4128-8287-c65f9958a2b3,PROD_071,CAT_03,5,173.23,2024-09-12T05:06:15.930386
83a13eee-a5b3-47d9-93f0-25a62c1aef04,PROD_090,CAT_05,4,74.68,2024-09-12T21:55:47.255031
17e40497-e8a4-4126-9dcb-6460642b5180,PROD_064,CAT_04,5,107.06,2024-09-12T09:49:34.215965
364eb64a-7eea-47a1-acb2-3c8615a7cdf4,PROD_016,CAT_03,4,110.62,2024-09-12T21:54:39.194835
b9b88995-4035-4867-bc5f-7d3eefa53a08,PROD_022,CAT_05,1,131.08,2024-09-12T18:39:14.052619
843ba6ca-a69a-4ddf-85d4-afea3e65528b,PROD_003,CAT_02,4,113.28,2024-09-12T08:30:41.102508
08463b43-4228-484a-9a51-8ca4e085770e,PROD_050,CAT_02,4,177.3,2024-09-12T15:49:44.150123
d48753d0-6a2e-4796-9b86-f09c5b030013,PROD_056,CAT_03,2,21.51,2024-09-12T19:21:50.235293
80521950-2c88-45cc-83a4-9b3531946af3,PROD_059,CAT_01,4,173.24,2024-09-12T19:56:21.017564
3e71583b-90f4-4caf-9dde-70a5db8cc370,PROD_040,CAT_01,3,89.04,2024-09-12T04:08:05.812676
fc251e2f-c7db-47f5-9c28-742e5e3daf64,PROD_078,CAT_02,3,131.19,2024-09-12T22:26:48.778617
04982abf-4737-44f4-a390-c31b1ae88b75,PROD_033,CAT_03,5,148.0,2024-09-12T15:08:01.540914
bf99bb25-5abb-4596-8ab0-12b4b78f9eaf,PROD_071,CAT_03,2,195.64,2024-09-12T00:35:14.396318
35bd1041-875c-408e-a1ef-7e1ee5627a59,PROD_021,CAT_04,3,45.24,2024-09-12T02:15:04.752069
ff767712-a042-42ec-b24a-d40a99e50a06,PROD_001,CAT_04,4,98.85,2024-09-12T14:46:49.085147
94d3d29c-d17c-4e5e-9bc2-4cf35a07bed3,PROD_051,CAT_04,5,80.31,2024-09-12T07:51:04.356358
560fdf3c-067f-4b42-95e2-242caded5ab2,PROD_043,CAT_04,3,44.22,2024-09-12T01:15:32.523038
eebc70b1-bd31-4ad0-b43d-bf090df764a3,PROD_096,CAT_01,4,104.33,2024-09-12T22:23:10.769087
cdf7a815-a6df-4c14-a73a-e372de35757d,PROD_036,CAT_05,1,49.69,2024-09-12T04:07:50.179610
1509d70f-9f71-4ae2-bbe7-bc2230cfb44d,PROD_021,CAT_04,5,159.63,2024-09-12T18:38:46.716164
a96ca6e4-ba9f-4511-ab43-ae566dbdb778,PROD_083,CAT_02,5,108.85,2024-09-12T19:00:57.282379
276b339b-3b51-40b9-ab64-975308c67837,PROD_056,CAT_03,2,90.02,2024-09-12T08:06:49.244445
d633eb5c-681c-4711-97bb-3214b24405e5,PROD_076,CAT_03,3,195.56,2024-09-12T01:46:51.947957
9f9e35fb-a0a1-4d8c-9a18-a573509611ca,PROD_082,CAT_05,5,50.51,2024-09-12T17:59:08.140255
f7145548-2699-41e8-92da-fcee6f2041b6,PROD_076,CAT_03,4,81.73,2024-09-12T16:16:13.231381
6c730201-256c-4f19-b1af-d4a9e6cac7e3,PROD_078,CAT_02,5,15.44,2024-09-12T21:15:00.307439
701ed532-49a2-4451-b912-56f2693e9135,PROD_005,CAT_03,2,43.53,2024-09-12T16:16:06.932130
eed23ab4-0a7f-49b8-a168-b97a4cad4175,PROD_025,CAT_05,3,56.24,2024-09-12T08:23:50.803138
364c2790-7706-435c-bd6b-acc7dc929839,PROD_047,CAT_01,4,174.95,2024-09-12T13:41:09.763981
5531d598-ba4b-4eba-ad32-e713e19189f4,PROD_017,CAT_05,1,80.08,2024-09-12T15:24:26.535315
c05e3203-35ca-480a-865d-3ce7bb620944,PROD_085,CAT_02,1,108.63,2024-09-12T05:26:50.612215
0ad0d37f-11d5-43cd-8f35-558d79603104,PROD_075,CAT_04,1,82.57,2024-09-12T14:51:54.108630
d31a9ce9-fbea-4104-9597-e70e2ea9a3fd,PROD_097,CAT_03,2,180.19,2024-09-12T15:51:15.788208
962c9a09-87c8-431e-a638-be395f41fd14,PROD_060,CAT_05,1,178.2,2024-09-12T08:26:14.258365
6880697a-58df-4b83-ac6c-142aa0d0748e,PROD_030,CAT_05,3,147.92,2024-09-12T02:40:43.765119
3e0838fe-6b31-4efb-b389-1c976656bd7e,PROD_021,CAT_04,1,18.64,2024-09-12T23:10:06.855701
49609dae-89b2-4dae-be0a-9f55fdba75da,PROD_022,CAT_05,5,73.5,2024-09-12T02:04:58.637575
9af48f93-771b-4dc5-b86d-3e67f4f45764,PROD_008,CAT_01,3,22.96,2024-09-12T17:17:55.462657
b5ceec07-7ba6-4870-9d02-8242945ee304,PROD_072,CAT_05,1,191.06,2024-09-12T10:28:16.171480
a12f3903-3f80-4818-b040-0692fbdbe8d4,PROD_073,CAT_05,3,107.97,2024-09-12T14:26:22.873193
006fcac4-9b56-4b2a-9705-6637a7392a3e,PROD_039,CAT_04,2,88.3,2024-09-12T04:06:04.592411
95ac5fc1-735d-4fd8-8246-c82fbf730b49,PROD_067,CAT_05,2,160.57,2024-09-12T21:44:09.100977
01963a4f-030d-4e9d-a5a2-ac4ea5fc6b7d,PROD_083,CAT_02,2,61.95,2024-09-12T04:09:07.147273
00bd05d3-a681-41b9-ab90-12c2b2e38486,PROD_096,CAT_01,3,166.59,2024-09-12T12:24:11.103077
b719c856-c28d-4a93-aa5c-1bfb6e5f9791,PROD_070,CAT_04,1,145.25,2024-09-12T18:18:23.376807
4d0a7712-22a6-4675-8119-87836305f496,PROD_028,CAT_03,4,11.89,2024-09-12T05:13:04.779072
fcb23185-1604-4690-9845-e48642a514ac,PROD_074,CAT_04,3,22.04,2024-09-12T11:06:49.999974
6e81ea48-a6e2-4a1d-92ff-d03bb3d1ac96,PROD_041,CAT_01,1,121.54,2024-09-12T09:52:48.272102
d8d1c3b4-773e-4f4a-a800-77a2e7756f20,PROD_051,CAT_04,3,176.86,2024-09-12T21:46:16.456069
675783b9-1d3c-4420-a348-1e1fa5930bde,PROD_012,CAT_02,3,110.64,2024-09-12T13:48:53.459615
48dcbd2c-d3fc-440a-9770-cb00cf717b17,PROD_044,CAT_05,3,85.24,2024-09-12T13:58:21.560970
90bcc4cf-cb81-4f35-9d5a-20fd90b3202f,PROD_008,CAT_01,3,50.27,2024-09-12T14:04:22.555378
6fadb56c-6635-4ea7-afc4-c9c085986144,PROD_090,CAT_05,1,178.76,2024-09-12T18:41:48.894120
161f474b-ec3f-4903-b166-0d39a2286c65,PROD_030,CAT_05,3,94.91,2024-09-12T18:23:25.522955
bd3bde20-113e-40d8-a35e-d05e168c112c,PROD_073,CAT_05,4,123.53,2024-09-12T17:29:06.206982
6a07a1e9-2560-45a0-9434-405dcef64dff,PROD_051,CAT_04,2,172.56,2024-09-12T16:44:31.620607
bf793a74-b3d8-4055-9d9c-af2efcff812e,PROD_088,CAT_05,4,85.08,2024-09-12T01:41:47.862951
61b2aff1-3085-403e-9786-5c276b4cfc34,PROD_049,CAT_02,4,44.89,2024-09-12T18:31:11.930530
f309109a-2504-4b41-8381-096338b02536,PROD_040,CAT_01,4,177.34,2024-09-12T14:34:29.785238
4858bde7-69ac-45ef-a871-237a1f05d16e,PROD_057,CAT_04,3,154.41,2024-09-12T19:12:18.996296
16dce15d-404b-4555-9adf-4eacb560031c,PROD_044,CAT_05,5,80.58,2024-09-12T06:34:56.250170
7be8e0e7-d98c-4d26-a5ba-807d0fefed26,PROD_072,CAT_05,5,174.37,2024-09-12T12:37:22.934900
04777c62-5097-4d00-afdb-bf7f276c2bac,PROD_084,CAT_03,4,190.53,2024-09-12T18:21:24.202767
